rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Number of Beds,Total Bed Days Available,Total Days Title XVIII,Total Days Total,Total Discharges Title XVIII,Total Discharges Total,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Net Income,DRG Amounts Other Than Outlier Payments,Total IME Payment,Allowable DSH Percentage,Cost To Charge Ratio
700069,679410,BROWN-OLIVER MEDICAL CENTER,611 BLAIR SPRINGS SUITE 265,PORT JASON,NJ,11496,EAST SHERRI COUNTY,19656,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,190,69350,34334,58156,7372,12488,465181088.19,424683924.7,889865012.89,461421025.51,428443987.38,377641231.29,50802756.09,50802756.09,49496571.7,0,0.3552,0.6911
700070,468740,BROWN LTD MEDICAL CENTER,3296 DONOVAN SPRINGS,PORT MIRANDABOROUGH,IN,69035,PORT ABIGAILMOUTH COUNTY,19095,U,01/01/2022,12/28/2023,Proprietary - Corporation,486,177390,96537,153443,17334,27552,1337014673.56,934799466.52,2271814140.08,900868653.87,1370945486.21,1023043223.54,347902262.67,347902262.67,217974572.08,13860511.78,0.1084,0.5123
700071,739782,HEATH INC MEDICAL CENTER,267 LEE JUNCTIONS SUITE 710,PORT ADAM,CA,23053,ARNOLDSTAD COUNTY,11077,U,01/01/2022,12/28/2023,Government - State,44,16060,5977,9954,993,1655,122465164.87,100692965.53,223158130.4,73150502.09,150007628.31,115897471.03,34110157.28,34110157.28,14395056.45,0,0.2328,0.3106
700072,157338,BROWN-PEREZ MEDICAL CENTER,1972 BAILEY NECK,TERESAMOUTH,FL,97461,NELSONSTAD COUNTY,34464,R,04/01/2022,03/28/2023,Government - Local,323,117895,43311,81041,8672,16228,812628538.0,756961078.9,1569589616.9,504471578.77,1065118038.1300001,923554978.67,141563059.46,141563059.46,120310587.45,11073356.85,0.2062,0.1888
700073,272033,EDWARDS-SMALL MEDICAL CENTER,6631 CHRISTIAN GARDEN APT. 226,LAKE JANICESHIRE,CA,85282,ADAMSBERG COUNTY,39994,U,02/01/2022,01/28/2023,Proprietary - Individual,378,137970,46351,84718,10204,18651,1171405071.48,1177664054.12,2349069125.6,783067824.83,1566001300.77,1354689927.1,211311373.67,211311373.67,102013771.11,15047693.73,0.2414,0.2889
700074,657553,GIBSON LLC MEDICAL CENTER,688 CANNON HARBORS APT. 676,DALEBOROUGH,IL,39894,SARAHSHIRE COUNTY,38818,U,03/01/2022,02/28/2023,Proprietary - Individual,67,24455,6966,15726,1263,2851,230321650.67,179356033.0,409677683.66999996,126653983.32,283023700.34999996,241770134.53,41253565.82,41253565.82,14948266.94,0,0.1593,0.7058
700075,643730,PERKINS INC MEDICAL CENTER,3602 SHARON STREET SUITE 852,WILLIAMCHESTER,OH,69644,SHANNONTON COUNTY,39091,R,05/01/2022,04/28/2023,Proprietary - Corporation,733,267545,119835,191036,20264,32304,2574254161.79,2527055364.84,5101309526.63,1631050629.96,3470258896.67,3102609097.27,367649799.4,367649799.4,126082110.12,13354553.91,0.1726,0.2029
700076,262101,WILLIAMS-GARCIA MEDICAL CENTER,75188 NICOLE TURNPIKE,PATRICIAFORT,MO,55384,NORTH TANNERMOUTH COUNTY,25466,R,01/01/2022,12/28/2023,Proprietary - Individual,654,238710,93846,217053,12623,29196,2656504250.3,1222079439.11,3878583689.41,1781736539.63,2096847149.7799997,1938080012.81,158767136.97,158767136.97,109920035.78,10880377.3,0.3625,0.3867
700077,767340,KELLER-GILES MEDICAL CENTER,73231 DAN STREET SUITE 701,SOUTH MICHELLE,TX,58855,PORT MATTHEWBURY COUNTY,46809,U,04/01/2022,03/28/2023,Proprietary - Individual,58,21170,8861,16004,1208,2183,101826100.8,102891973.4,204718074.2,90788462.56,113929611.63999999,96690087.54,17239524.1,17239524.1,9884909.5,0,0.3443,0.5985
700078,189882,KENNEDY INC MEDICAL CENTER,8284 ALAN UNION SUITE 276,WEST NANCY,NY,74787,WEST TERESA COUNTY,29029,R,03/01/2022,02/28/2023,Voluntary Non-profit - Other,244,89060,35253,80918,4879,11200,625211048.39,311423836.25,936634884.64,480687178.92,455947705.71999997,392697514.17,63250191.55,63250191.55,77403799.2,10056128.09,0.1778,0.5644
700079,608842,MARTINEZ AND SONS MEDICAL CENTER,98732 MICHAEL PORTS SUITE 958,JOSEPHSHIRE,WA,25682,HALESTAD COUNTY,44451,U,03/01/2022,02/28/2023,Proprietary - Corporation,203,74095,30893,61464,6715,13360,447232527.44,228581214.56,675813742.0,336280366.55,339533375.45,280960089.91,58573285.54,58573285.54,60183554.59,5991470.69,0.0845,0.6246
700080,259488,HARRIS-MARTINEZ MEDICAL CENTER,588 TRUJILLO LOAF SUITE 480,WILLIAMSHIRE,CA,10775,LAKE JAYBURGH COUNTY,20028,R,01/01/2022,12/28/2023,Voluntary Non-profit - Other,153,55845,27252,50217,4793,8833,621564009.01,419935994.21,1041500003.22,541048876.16,500451127.06000006,453419176.08,47031950.98,47031950.98,46927255.73,0,0.4143,0.2675
700081,946531,TAYLOR LTD MEDICAL CENTER,252 STEPHANIE CURVE APT. 845,EAST ANGELA,IN,42490,NORTH CHARLES COUNTY,46937,U,02/01/2022,01/28/2023,Voluntary Non-profit - Church,379,138335,62223,123051,12111,23952,576577637.84,321177692.77,897755330.61,483969041.96,413786288.65000004,344181589.33,69604699.32,69604699.32,131780605.31,12774165.88,0.2823,0.2239
700082,173589,CHAVEZ-LONG MEDICAL CENTER,7078 SARA AVENUE,LINDAVILLE,WA,04273,MAXWELLVIEW COUNTY,38809,U,06/01/2022,05/28/2023,Proprietary - Corporation,615,224475,57810,139896,9495,22978,1507226947.35,639408956.91,2146635904.2599998,1121078927.4,1025556976.8599997,864624936.39,160932040.47,160932040.47,140707441.35,10242380.08,0.2314,0.4308
700083,477293,"MCCALL, FIGUEROA AND HUYNH MEDICAL CENTER",21380 BROWN WELL,LYNNFURT,MN,74710,NEW JASONVILLE COUNTY,37402,R,01/01/2022,12/28/2023,Voluntary Non-profit - Other,646,235790,82640,135822,15729,25852,2432099271.35,1644820099.76,4076919371.1099997,1629459676.18,2447459694.9299994,2041285934.14,406173760.79,406173760.79,93613900.08,7343774.7,0.1064,0.6193
700084,868710,KNOX-COOPER MEDICAL CENTER,01118 HAYS TERRACE,EAST DANIELLE,TX,81228,DAVISFURT COUNTY,28726,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,763,278495,103503,178782,17709,30590,1763018328.07,1408665336.99,3171683665.06,1196153301.25,1975530363.81,1758220000.93,217310362.88,217310362.88,135462077.01,8923748.76,0.0702,0.6375
700085,972946,HALL LTD MEDICAL CENTER,13979 MICHAEL FORGE,GALLEGOSSHIRE,NJ,31191,WERNERPORT COUNTY,18432,U,05/01/2022,04/28/2023,Proprietary - Corporation,162,59130,29035,51097,4319,7602,351038893.05,252911340.27,603950233.32,267290502.97,336659730.35,268218008.15,68441722.2,68441722.2,68300999.59,0,0.1619,0.3815
700086,503662,JOSEPH INC MEDICAL CENTER,36356 HERNANDEZ RIDGES APT. 557,VINCENTHAVEN,MN,42856,MICHELLEMOUTH COUNTY,35752,U,05/01/2022,04/28/2023,Government - Local,596,217540,111136,192781,22882,39692,2270479000.38,1816524703.04,4087003703.42,1272389853.35,2814613850.07,2256289822.95,558324027.12,558324027.12,228039401.89,19843018.49,0.1812,0.635
700087,705350,GROSS LLC MEDICAL CENTER,1915 JEFFREY LOCKS APT. 161,PAULALAND,TX,32949,LAKE ERINSHIRE COUNTY,47910,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,369,134685,48623,96684,8359,16622,1019679383.65,795262308.39,1814941692.04,552031283.65,1262910408.3899999,988998389.89,273912018.5,273912018.5,126792130.52,16910632.22,0.3017,0.5696
700088,748726,JOHNSON PLC MEDICAL CENTER,9567 JONATHAN VIA APT. 558,LAKE BRIANVIEW,TX,66705,NORTH TRAVIS COUNTY,14081,R,04/01/2022,03/28/2023,Government - State,516,188340,59506,110461,9528,17687,1463950666.31,758649343.83,2222600010.14,1045025904.0,1177574106.1399999,929334161.31,248239944.83,248239944.83,89021911.35,3532929.23,0.3262,0.292
700089,815890,GRAVES AND SONS MEDICAL CENTER,955 KAITLYN TRACK,SOUTH WALTER,MN,18930,NGUYENTOWN COUNTY,24736,R,03/01/2022,02/28/2023,Proprietary - Individual,703,256595,83950,181300,11410,24642,1315737214.21,1087458980.69,2403196194.9,1049159288.94,1354036905.96,1288874022.26,65162883.7,65162883.7,117722090.05,9764271.96,0.4329,0.5606
700090,206674,"BAKER, THOMPSON AND THOMAS MEDICAL CENTER",9145 STEVEN JUNCTIONS SUITE 867,WEST MICHAELBURGH,OH,91658,YOUNGFURT COUNTY,38991,R,06/01/2022,05/28/2023,Government - Local,349,127385,46672,90076,6407,12366,909743831.34,573349219.8,1483093051.1399999,657557781.05,825535270.0899999,729411992.31,96123277.78,96123277.78,110557670.87,4316381.07,0.0668,0.4387
700091,271084,WOODS GROUP MEDICAL CENTER,31528 STEWART RUN,AMYSIDE,IL,87724,LAKE EMILYLAND COUNTY,46067,R,06/01/2022,05/28/2023,Proprietary - Corporation,576,210240,68225,131555,13386,25813,681732862.76,676764926.33,1358497789.0900002,488815376.12,869682412.9700001,706359507.97,163322905.0,163322905.0,74390910.94,4682027.88,0.239,0.5326
700092,147504,SPENCER INC MEDICAL CENTER,00269 STOKES VIADUCT,PORT JONATHAN,OH,38667,JOHNSONPORT COUNTY,42465,R,02/01/2022,01/28/2023,Government - Local,513,187245,83558,144873,16231,28142,1125032207.19,503260734.86,1628292942.0500002,801415252.95,826877689.1000001,739606534.74,87271154.36,87271154.36,81123677.09,11340377.36,0.2172,0.6996
700093,523662,WAGNER-ENGLISH MEDICAL CENTER,599 HENDRICKS SHOALS,PORT HENRYBERG,MI,20832,LOWEBERG COUNTY,40075,R,01/01/2022,12/28/2023,Government - Local,63,22995,6265,12040,1375,2643,247624069.22,155421079.13,403045148.35,220576480.17,182468668.18000004,169288211.31,13180456.87,13180456.87,11209585.22,0,0.1271,0.2805
700094,594858,GONZALEZ INC MEDICAL CENTER,0804 DEAN LOCK,SOUTH GREGORYBERG,MN,88612,BURNSHAVEN COUNTY,39277,R,03/01/2022,02/28/2023,Proprietary - Individual,327,119355,51076,88493,10687,18516,1553923467.83,1736718026.48,3290641494.31,1667524206.9,1623117287.4099998,1320194183.77,302923103.64,302923103.64,59613995.1,3700134.39,0.1492,0.3431
700095,574618,SALINAS AND SONS MEDICAL CENTER,714 AMY SQUARE APT. 134,HARPERBOROUGH,TX,24498,NEW SUSANFORT COUNTY,24360,R,03/01/2022,02/28/2023,Proprietary - Corporation,36,13140,3742,8173,751,1641,113917450.11,87980268.57,201897718.68,68630931.27,133266787.41000001,129896332.29,3370455.12,3370455.12,8275626.53,0,0.3055,0.2627
700096,242011,"RAY, SMITH AND FLEMING MEDICAL CENTER",4695 APRIL POINTS SUITE 817,NORTH SEAN,VA,23401,WEST MICHAEL COUNTY,45890,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,407,148555,52167,101341,9066,17613,1046016025.57,974129151.06,2020145176.63,716349349.5,1303795827.13,1127175267.01,176620560.12,176620560.12,91230753.31,10171279.85,0.0812,0.4893
700097,966049,CLARK LLC MEDICAL CENTER,6632 HANNAH DIVIDE APT. 328,NORTH MARIAHBOROUGH,FL,70640,SAMUELTON COUNTY,11426,U,04/01/2022,03/28/2023,Proprietary - Individual,193,70445,23101,45645,5039,9958,336738875.46,291790344.96,628529220.42,202848636.35,425680584.06999993,378278071.17,47402512.9,47402512.9,40840653.02,0,0.0731,0.6209
700098,577266,HUBER LTD MEDICAL CENTER,7297 SEXTON MILL,BAILEYVIEW,IL,23977,WEST ANGELASIDE COUNTY,39395,U,04/01/2022,03/28/2023,Proprietary - Corporation,617,225205,58932,123520,9050,18970,1131932118.77,507337075.05,1639269193.82,858246945.64,781022248.18,675004492.94,106017755.24,106017755.24,68202878.52,7052058.29,0.3417,0.2233
700099,584762,MILLER-HERNANDEZ MEDICAL CENTER,8073 MORGAN STRAVENUE,MATTHEWSTAD,TN,87833,LAKE NICHOLAS COUNTY,26220,U,05/01/2022,04/28/2023,Proprietary - Individual,161,58765,20687,45535,4319,9508,564479534.03,464608445.85,1029087979.88,495983909.93,533104069.95,386792559.62,146311510.33,146311510.33,45090413.96,0,0.2678,0.2638
700100,618191,MENDEZ AND SONS MEDICAL CENTER,43627 HUANG LOOP,SOUTH CHRISTINASIDE,IL,74443,ONEALVIEW COUNTY,25357,U,01/01/2022,12/28/2023,Voluntary Non-profit - Other,767,279955,82418,229154,12920,35925,2347665948.86,2697445506.9,5045111455.76,2634861601.47,2410249854.2900004,1917357537.43,492892316.86,492892316.86,179411203.8,23931232.46,0.1479,0.5874
700101,451998,LOPEZ LLC MEDICAL CENTER,449 DARIUS EXTENSION SUITE 837,CORDOVASTAD,AZ,97346,SMITHSIDE COUNTY,46485,U,03/01/2022,02/28/2023,Government - Local,168,61320,19190,43936,2784,6374,473759317.68,310370605.15,784129922.8299999,352450261.8,431679661.0299999,352469348.98,79210312.05,79210312.05,41343005.18,0,0.1384,0.6723
700102,288586,LONG-SIMMONS MEDICAL CENTER,76233 KIRSTEN ROAD,LAKE ALEXISHAVEN,WA,22224,SOUTH JOSEPH COUNTY,13776,U,03/01/2022,02/28/2023,Proprietary - Corporation,720,262800,89982,180440,12145,24355,2204179949.88,2065479765.99,4269659715.87,2119677471.76,2149982244.1099997,1705554484.47,444427759.64,444427759.64,209963151.6,17124058.54,0.3897,0.7026
700103,854555,FOSTER GROUP MEDICAL CENTER,647 DAVID FORGES APT. 782,STEWARTBOROUGH,TN,57184,NEW CAITLIN COUNTY,41417,R,02/01/2022,01/28/2023,Proprietary - Individual,567,206955,50082,118439,10281,24315,1648468264.09,1875595678.12,3524063942.21,1803557237.55,1720506704.66,1372345875.8,348160828.86,348160828.86,109177590.55,10740876.71,0.3994,0.3437
700104,495285,"BUCHANAN, BERNARD AND GARZA MEDICAL CENTER",4293 KATHY RADIAL,WEST MICHAEL,AL,77943,WEST JENNIFER COUNTY,33569,U,03/01/2022,02/28/2023,Proprietary - Corporation,241,87965,49743,77892,10843,16980,1612540416.3,1262839581.97,2875379998.27,1037000895.18,1838379103.0900002,1621263588.78,217115514.31,217115514.31,118063835.37,8203786.82,0.2635,0.4316
700105,736530,"LEWIS, CRAWFORD AND HILL MEDICAL CENTER",63306 WILLIAMS HILLS,TRAVISHAVEN,OH,89945,EAST TIMOTHY COUNTY,26864,U,02/01/2022,01/28/2023,Government - Local,352,128480,51943,112624,9332,20234,1240635650.83,715870688.31,1956506339.1399999,658326580.04,1298179759.1,1143575071.7,154604687.4,154604687.4,61790441.17,3885536.62,0.2019,0.5265
700106,623252,"BRYANT, SUAREZ AND SANTOS MEDICAL CENTER",3383 TRAVIS BURGS,WHITNEYBURGH,OH,28275,PORT ROBERTTON COUNTY,25167,U,01/01/2022,12/28/2023,Government - Local,496,181040,62391,106019,13111,22279,1636707616.69,1294067880.56,2930775497.25,1551039215.36,1379736281.89,1112133918.21,267602363.68,267602363.68,156521863.22,22362975.82,0.3173,0.2616
700107,998054,GILES-ADAMS MEDICAL CENTER,99605 ZACHARY ISLE,EAST JESSICA,IL,20289,DAVIDPORT COUNTY,21748,U,05/01/2022,04/28/2023,Voluntary Non-profit - Church,542,197830,50822,138054,8061,21897,1968772113.13,2225108533.49,4193880646.62,1949404154.61,2244476492.01,1734948280.04,509528211.97,509528211.97,115476029.15,10351958.73,0.1647,0.4632
700108,142531,"LUCAS, LEE AND SHAH MEDICAL CENTER",01044 CARRIE GATEWAY SUITE 548,SOUTH NATHANSTAD,IN,16201,ADAMSIDE COUNTY,36560,U,06/01/2022,05/28/2023,Proprietary - Corporation,221,80665,26157,61443,4871,11442,906321936.4,419822273.81,1326144210.21,715885066.96,610259143.25,508937852.63,101321290.62,101321290.62,64694577.61,1971903.63,0.4467,0.4785
700109,441762,"GIBBS, AVERY AND FRANKLIN MEDICAL CENTER",73558 GILLESPIE GLENS APT. 283,GOMEZSHIRE,AZ,38107,GLENNCHESTER COUNTY,14872,R,04/01/2022,03/28/2023,Government - State,677,247105,51945,129405,8880,22122,1137315097.71,1168592455.52,2305907553.23,1017975534.08,1287932019.15,1063632430.37,224299588.78,224299588.78,67616412.04,8983191.66,0.405,0.4843
700110,593292,WOODS LLC MEDICAL CENTER,219 NATASHA ESTATE APT. 648,WEST JOSHUASTAD,AZ,72046,EAST CHARLESBURY COUNTY,15139,U,03/01/2022,02/28/2023,Government - Local,208,75920,29761,66978,4036,9084,574124969.65,575160447.6,1149285417.25,549562829.84,599722587.41,455175606.66,144546980.75,144546980.75,73980967.11,5222343.02,0.4086,0.7061
700111,654043,"SMITH, CRAWFORD AND MCDANIEL MEDICAL CENTER",786 THOMAS TRAFFICWAY APT. 283,PORT TAYLOR,AZ,28663,SOUTH JODI COUNTY,48395,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,125,45625,18951,31502,3559,5917,456871896.72,531747132.21,988619028.9300001,394632754.52,593986274.4100001,507500982.81,86485291.6,86485291.6,34721009.58,0,0.1923,0.597
700112,658353,"WEBER, ROBERTS AND ELLIS MEDICAL CENTER",8223 JEFFREY CROSSROAD SUITE 793,JUAREZSHIRE,MI,43087,SOUTH JILLLAND COUNTY,46502,U,02/01/2022,01/28/2023,Government - State,277,101105,30228,80693,6419,17136,1247486078.77,1131620451.96,2379106530.73,1153661641.34,1225444889.39,912183439.94,313261449.45,313261449.45,47876413.61,2636536.75,0.103,0.4003
700113,977237,"SIMS, DILLON AND JOHNSON MEDICAL CENTER",61076 ROBIN PARKWAY,WANDAMOUTH,AL,46094,WEST KATIE COUNTY,21108,R,02/01/2022,01/28/2023,Proprietary - Individual,116,42340,10528,27860,1705,4512,193930883.17,137339976.91,331270860.08,123551388.79,207719471.28999996,181072528.27,26646943.02,26646943.02,29041791.43,0,0.2788,0.3426
700114,527224,"JACKSON, LEE AND THOMPSON MEDICAL CENTER",6859 HALE VILLAGE SUITE 800,WEST ALYSSAMOUTH,OH,72347,HOLDENBURY COUNTY,31596,U,04/01/2022,03/28/2023,Proprietary - Individual,174,63510,16618,34592,2972,6188,342108599.54,157895807.19,500004406.73,181464066.54,318540340.19000006,265756080.25,52784259.94,52784259.94,18333766.93,0,0.1719,0.4125
700115,562865,CONTRERAS INC MEDICAL CENTER,177 PARKER PLAINS APT. 090,EAST ALEXANDER,WA,19120,EAST HUNTER COUNTY,46952,R,04/01/2022,03/28/2023,Government - State,633,231045,59080,132409,8064,18073,604823149.56,393949517.16,998772666.72,540479492.16,458293174.56000006,413808511.43,44484663.13,44484663.13,117815601.12,6069289.38,0.2004,0.7185
700116,943525,ROSS-FLOYD MEDICAL CENTER,283 YOLANDA FOREST,NEW MADELINETON,GA,84453,REYNOLDSHAVEN COUNTY,37730,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,723,263895,77425,216227,11731,32762,2968534301.78,1685292485.44,4653826787.22,2324220597.55,2329606189.67,2101300486.12,228305703.55,228305703.55,168682560.0,6425672.99,0.1711,0.4225
700117,553725,"CLARK, AUSTIN AND JONES MEDICAL CENTER",83253 JOHN COURTS,LAURABURY,VA,41504,SARASTAD COUNTY,12903,U,06/01/2022,05/28/2023,Government - Local,515,187975,71663,140431,9887,19376,1646219774.5,1209379806.9,2855599581.4,882926521.2,1972673060.2,1897080932.03,75592128.17,75592128.17,189001299.71,6467251.25,0.1493,0.5458
700118,541402,WILSON AND SONS MEDICAL CENTER,053 ROJAS REST SUITE 682,HARRINGTONLAND,NC,70435,NEW BRANDYVILLE COUNTY,41638,U,02/01/2022,01/28/2023,Proprietary - Individual,795,290175,110952,188417,24386,41413,1059870692.61,612182227.4,1672052920.01,813810322.42,858242597.59,730061498.22,128181099.37,128181099.37,197474599.32,21394835.18,0.3262,0.4046
700119,241370,BROOKS AND SONS MEDICAL CENTER,945 DIANA CORNERS,MARYBOROUGH,CA,49392,SILVABURGH COUNTY,32483,U,06/01/2022,05/28/2023,Government - Local,143,52195,25073,44063,4686,8236,365811283.12,375840364.53,741651647.65,319116912.33,422534735.32,347003732.17,75531003.15,75531003.15,25765798.23,0,0.0679,0.612
700120,104519,GROSS-ANDERSON MEDICAL CENTER,0546 RODRIGUEZ LODGE APT. 330,WEST SONIA,IN,25161,LAKE TONYBERG COUNTY,23486,R,04/01/2022,03/28/2023,Government - Local,553,201845,47244,118692,7811,19626,1801698630.89,1054866510.22,2856565141.11,1146230639.08,1710334502.0300002,1374131697.43,336202804.6,336202804.6,97644049.48,4457663.4,0.2869,0.6167
700121,893826,STEVENS AND SONS MEDICAL CENTER,95190 LEE RAMP,EAST JOHN,CA,73610,RICHARDSONFORT COUNTY,29493,U,04/01/2022,03/28/2023,Government - State,616,224840,76962,125839,15977,26124,1125966296.96,862535602.44,1988501899.4,726973126.11,1261528773.29,1158515976.28,103012797.01,103012797.01,158656085.54,15280264.84,0.1892,0.2258
700122,319022,"STEWART, SMITH AND FORD MEDICAL CENTER",038 LAUREN FALL APT. 136,MILLERBERG,FL,25903,WILLIAMBURY COUNTY,28929,R,05/01/2022,04/28/2023,Voluntary Non-profit - Other,345,125925,31473,71269,6551,14835,1059139094.42,856483309.51,1915622403.9299998,774983771.69,1140638632.2399998,904937834.09,235700798.15,235700798.15,69792087.54,7250268.13,0.45,0.3499
700123,385785,ORTIZ LTD MEDICAL CENTER,9303 SMITH RUN,KAITLINMOUTH,NY,95780,EAST ANDREAFORT COUNTY,12142,R,01/01/2022,12/28/2023,Voluntary Non-profit - Other,659,240535,59551,130107,14072,30746,876666017.95,922404097.15,1799070115.1,973220062.24,825850052.8599999,719115224.51,106734828.35,106734828.35,148627053.74,12414957.0,0.0831,0.4703
700124,235055,"WILLIAMS, LARSON AND SAUNDERS MEDICAL CENTER",29732 DAVIS STATION,ANGELAMOUTH,GA,84124,WEST ELIZABETH COUNTY,29510,U,04/01/2022,03/28/2023,Proprietary - Corporation,493,179945,77529,133267,13288,22841,1309521593.34,1123793773.7,2433315367.04,892959160.08,1540356206.96,1440477848.92,99878358.04,99878358.04,181728584.5,14061731.78,0.1374,0.3219
700125,549720,KELLY LLC MEDICAL CENTER,65219 ANDREW MOUNTAINS APT. 563,JOANNEPORT,CA,36385,WEST BRYANBOROUGH COUNTY,28421,U,05/01/2022,04/28/2023,Government - State,474,173010,57146,148349,8306,21564,736639586.05,729339771.8,1465979357.85,692357710.73,773621647.1199999,703064776.27,70556870.85,70556870.85,136648297.47,17184737.19,0.3722,0.2709
700126,515055,HAMMOND LTD MEDICAL CENTER,0412 IBARRA GROVES SUITE 993,MICHAELASHIRE,MI,90656,JESSICAVILLE COUNTY,35736,U,02/01/2022,01/28/2023,Voluntary Non-profit - Other,321,117165,55368,87096,9388,14768,1289422984.23,1356659590.76,2646082574.99,883519633.16,1762562941.83,1446918610.87,315644330.96,315644330.96,118830963.64,13212274.0,0.1031,0.4918
700127,218511,BUTLER-PRATT MEDICAL CENTER,24355 CASEY RUN,REYESVIEW,MA,82804,LAKE KATHLEENPORT COUNTY,33476,U,06/01/2022,05/28/2023,Government - State,667,243455,80573,165926,12807,26375,2262174024.5,1073346891.62,3335520916.12,1430616155.03,1904904761.09,1716681829.1,188222931.99,188222931.99,122619990.42,2491822.27,0.3597,0.3948
700128,668479,SMITH LTD MEDICAL CENTER,7563 JESSICA GARDENS APT. 010,MEADOWSBURGH,NJ,66457,TURNERVILLE COUNTY,10044,U,02/01/2022,01/28/2023,Voluntary Non-profit - Other,241,87965,28023,62713,5456,12210,734344946.11,370458960.61,1104803906.72,566881120.13,537922786.59,494923766.17,42999020.42,42999020.42,58560814.62,7540951.25,0.0565,0.7177
700129,221017,RAY AND SONS MEDICAL CENTER,742 TAMARA BYPASS APT. 518,BELINDAMOUTH,FL,17596,NEW JULIAMOUTH COUNTY,23986,U,01/01/2022,12/28/2023,Voluntary Non-profit - Church,690,251850,98346,160611,13865,22644,570338476.94,392591524.86,962930001.8000001,308720300.99,654209700.8100001,562486331.76,91723369.05,91723369.05,224167698.03,26492179.0,0.2217,0.2517
